knjiga,zanr 
18597102,horror
18597102,shortstories
18597102,collections
18597102,anthologies
21523892,paranormal
21523892,urbanfantasy
21523892,vampires
21523892,fantasy
21523892,werewolves
21523892,paranormalromance
21523892,supernatural
21523892,romance
17983396,sciencefiction
17983396,fiction
17983396,spaceopera
32523,mystery
32523,thriller
32523,suspense
32523,crime
32523,fiction
32523,mysterythriller
8559047,urbanfantasy
8559047,fantasy
8559047,paranormal
8559047,magic
8559047,romance
8559047,vampires
8559047,paranormalromance
9862827,nonfiction
9862827,memoir
9862827,booksaboutbooks
9862827,biography
7307795,mystery
7307795,fiction
7307795,crime
7307795,britishliterature
25002020,toread
25002020,bestffromance
25002020,nah
25002020,sexyworthwhileerotica
25002020,01010200pages
25002020,wanttoreadtopurchase
25002020,nothanksseriescollectionsboxes
25002020,highratedongoodreads44
25002020,no
25002020,need
294042,thriller
294042,fiction
294042,adventure
294042,mystery
294042,action
6604712,nonfiction
6604712,food
6604712,philosophy
6604712,animals
6604712,health
6267237,vampires
6267237,youngadult
6267237,fantasy
6267237,paranormal
16181,historicalfiction
16181,historical
16181,fiction
16181,romance
347143,fiction
347143,religion
347143,contemporary
347143,adultfiction
8874743,fiction
8874743,contemporary
8874743,youngadult
25002110,toread
25002110,bestffromance
25002110,nah
25002110,01010200pages
25002110,wanttoreadtopurchase
25002110,nothanksseriescollectionsboxes
25002110,1restaurantsandhotels
25002110,no
25002110,need
22372232,timetravel
147865,romance
147865,chicklit
147865,contemporary
147865,fiction
108942,thriller
108942,fiction
108942,mystery
108942,crime
40923,biography
40923,history
40923,nonfiction
40923,presidents
40923,americanhistory
40923,politics
97920,nonfiction
97920,africa
97920,biography
97920,history
97920,memoir
97920,rwanda
25744891,fantasy
25744891,dragons
25744891,horror
25744891,shortstories
25744891,anthologies
25744891,historical
25744891,literaryfiction
25744891,epic
6617037,history
6617037,economics
6617037,nonfiction
6617037,anthropology
6617037,politics
6617037,finance
16056408,romance
16056408,newadult
16056408,contemporary
16056408,youngadult
16056408,contemporaryromance
16056408,college
294046,thriller
294046,fiction
294046,adventure
294046,mystery
294046,action
21403955,sciencefiction
4955,shortstories
4955,fiction
4955,contemporary
4955,literature
6233411,toread
6233411,currentlyreading
6233411,foundation
6233411,like
6233411,uberfavoritesiownorwanttobuy
6233411,tofind
6233411,islamic
6233411,islam
6233411,harunyahya
6233411,selfimprovement
6962945,biography
6962945,nonfiction
6962945,history
6962945,politics
80063,fiction
80063,canada
80063,contemporary
80063,literature
80063,novels
2830067,historicalfiction
2830067,fiction
2830067,historical
2830067,mystery
2830067,crime
11045709,fiction
11045709,dystopia
11045709,sciencefiction
11045709,adultfiction
711901,militaryfiction
711901,history
711901,biography
711901,memoir
13829,fantasy
13829,youngadult
13829,fiction
22817757,romance
19661,fiction
19661,india
19661,indianliterature
19661,canada
3874811,youngadult
3874811,romance
3874811,contemporary
3874811,chicklit
3874811,realisticfiction
9282,fiction
9282,romance
9282,contemporary
9282,drama
2176660,music
2176660,memoir
2176660,nonfiction
2176660,biography
2176660,mentalillness
45109,fantasy
45109,fiction
45109,epicfantasy
45109,highfantasy
6400692,religion
6400692,history
6134826,youngadult
6134826,fantasy
6134826,paranormal
6134826,romance
3479967,fiction
3479967,canada
3479967,historicalfiction
42435,history
42435,nonfiction
42435,war
42435,militaryfiction
42435,worldwarii
6469165,fiction
6469165,chicklit
6469165,contemporary
6469165,romance
6469165,adult
6469165,adultfiction
6469165,bookclub
6469165,audiobook
6469165,mystery
6469165,australia
1977834,fiction
1977834,france
1977834,nobelprize
1977834,literature
36446571,historicalfiction
36446571,fiction
36446571,americanrevolution
36446571,historical
36446571,war
36446571,americanrevolutionarywar
6587387,urbanfantasy
6587387,fantasy
6587387,paranormal
6587387,romance
6587387,werewolves
6587387,vampires
6587387,paranormalromance
15863832,fantasy
15863832,youngadult
15863832,angels
15863832,paranormal
15863832,dystopia
11710373,historicalfiction
11710373,romance
11710373,fiction
11710373,fantasy
11710373,timetravel
11710373,historical
886066,sciencefiction
886066,fiction
886066,spaceopera
17347389,fantasy
17347389,youngadult
17347389,paranormal
1048645,historicalfiction
1048645,youngadult
1048645,war
1048645,fiction
1048645,historical
1048645,childrens
13255656,fiction
13255656,timetravel
13255656,paranormal
13255656,mystery
13255656,fantasy
922991,fiction
922991,historicalfiction
922991,greece
922991,historical
910863,sciencefiction
910863,fiction
8407173,youngadult
8407173,mystery
8407173,fiction
8407173,historicalfiction
8407173,australia
8520362,science
8520362,nonfiction
8520362,physics
8520362,philosophy
8520362,popularscience
17675,nature
17675,nonfiction
17675,animals
17675,science
17675,ecology
17675,environment
3722183,fiction
3722183,historicalfiction
3722183,historical
3722183,war
3722183,audiobook
3722183,literaryfiction
34051011,historicalfiction
34051011,fiction
34051011,japan
34051011,historical
34051011,asia
34051011,literaryfiction
34051011,adult
34051011,audiobook
34051011,adultfiction
34051011,novels
1503274,historicalfiction
1503274,fiction
1503274,romance
1503274,historical
98920,fiction
98920,historicalfiction
98920,novels
98920,turkishliterature
98920,turkish
98920,contemporary
98920,literature
98920,literaryfiction
98920,asia
98920,historical
234724,sciencefiction
234724,fiction
234724,sciencefictionfantasy
583924,vampires
583924,paranormal
583924,romance
583924,paranormalromance
583924,fantasy
583924,urbanfantasy
583924,chicklit
80630,mystery
80630,fiction
80630,thriller
80630,crime
80630,suspense
10414941,history
10414941,biography
10414941,nonfiction
10414941,russia
10414941,historical
3422075,urbanfantasy
3422075,paranormal
3422075,fantasy
3422075,werewolves
3422075,romance
3422075,paranormalromance
10079321,fantasy
10079321,fiction
10079321,magic
10079321,urbanfantasy
36334,historicalfiction
36334,youngadult
36334,historical
36334,fiction
36334,tudorperiod
13233512,mystery
13233512,fiction
13233512,christianfiction
13233512,christian
13233512,thriller
2889247,politics
2889247,nonfiction
2889247,history
2889247,biography
2889247,americanhistory
29393,music
29393,nonfiction
29393,history
29393,biography
29393,punk
10973610,roadtrip
55354,humor
55354,nonfiction
55354,comedy
11326,fiction
11326,africanamerican
11326,literature
11326,literaryfiction
6407014,graphicnovels
6407014,memoir
6407014,comics
6407014,nonfiction
6407014,biography
6668467,historicalfiction
6668467,fiction
6668467,chicklit
6668467,contemporary
3432478,youngadult
3432478,zombies
3432478,horror
3432478,dystopia
3432478,fantasy
2432061,fiction
2432061,adultfiction
2432061,youngadult
2432061,comingofage
2432061,literaryfiction
2432061,contemporary
733462,fiction
733462,mystery
733462,humor
733462,abandoned
733462,novels
733462,booksaboutbooks
23929479,fiction
23929479,france
23929479,politics
23929479,contemporary
23929479,novels
196613,nonfiction
196613,cookbooks
196613,health
196613,selfhelp
196613,food
196613,chicklit
196613,nutrition
24984,sciencefiction
24984,fiction
24984,fantasy
24984,sciencefictionfantasy
25403,fiction
25403,philosophy
25403,youngadult
25403,novels
25403,romance
89364,romance
89364,contemporaryromance
89364,contemporary
18773666,nonfiction
18773666,history
18773666,biography
18773666,espionage
27774758,fantasy
27774758,youngadult
27774758,romance
20518872,sciencefiction
20518872,fiction
20518872,china
20518872,sciencefictionfantasy
20518872,audiobook
20518872,aliens
20518872,fantasy
20518872,abandoned
20518872,speculativefiction
20518872,asia
6725785,urbanfantasy
6725785,paranormal
6725785,fantasy
6725785,witches
6725785,magic
17208457,fiction
17208457,mystery
17208457,novels
17208457,abandoned
17208457,literature
47699,fantasy
47699,shortstories
47699,fiction
47699,youngadult
47699,audiobook
6944960,shortstories
6944960,fiction
139724,fiction
139724,fantasy
139724,magicalrealism
139724,africa
139724,horror
139724,nigeria
15775210,fiction
15775210,mystery
15775210,crime
15775210,thriller
294044,thriller
294044,adventure
294044,fiction
294044,action
294044,mystery
89352,romance
89352,contemporaryromance
89352,contemporary
9439303,music
9439303,biography
9439303,nonfiction
9439303,memoir
9439303,autobiography
11413,christian
11413,nonfiction
11413,christianity
11413,faith
11413,spirituality
11413,christianliving
4929705,fiction
4929705,historicalfiction
4929705,historical
4929705,mystery
4929705,romance
25242224,fiction
25242224,italy
25242224,italianliterature
25242224,historicalfiction
25242224,novels
25242224,literaryfiction
2694539,fiction
2694539,historicalfiction
2694539,architecture
2694539,historical
2694539,war
3265268,romance
3265268,contemporaryromance
3265268,contemporary
6351939,fantasy
6351939,youngadult
6351939,magic
6351939,romance
44652,fantasy
44652,youngadult
44652,fiction
44652,middlegrade
15818362,thriller
15818362,mystery
15818362,fiction
15818362,suspense
15818362,mysterythriller
15818362,crime
4268157,romance
4268157,youngadult
4268157,contemporary
4268157,contemporaryromance
270804,youngadult
270804,poetry
270804,fiction
266904,fiction
266904,childrens
266904,middlegrade
266904,realisticfiction
13044650,fantasy
13044650,steampunk
13044650,adventure
13044650,magic
13044650,romance
2296567,fiction
2296567,africa
2296567,shortstories
22910900,youngadult
22910900,fantasy
22910900,contemporary
22910900,fiction
13603792,fantasy
13603792,steampunk
13603792,adventure
13603792,romance
13603792,magic
827611,fantasy
827611,fiction
827611,highfantasy
827611,romance
68527,historicalfiction
68527,fiction
68527,historical
68527,fantasy
86655,fiction
86655,mystery
86655,gothic
86655,horror
86655,novels
86655,literaryfiction
86655,contemporary
