id,naslov,avtor_id,avtor,leto,ocena,st_ocen,st_kritik 
95558,Solaris,10991,Stanisław Lem,1961,3.98,57481,2813
7779,Horton Hears a Who!,61105,Dr. Seuss,1954,4.17,87409,1265
7628,The Good Soldier,1209,Ford Madox Ford,1915,3.72,19951,1321
540020,The Day of the Jackal,36714,Frederick Forsyth,1971,4.26,97918,1651
592657,Deliverance,31457,James Dickey,1970,3.87,27606,1154
72159,Cat on a Hot Tin Roof,7751,Tennessee Williams,1955,4.08,48784,891
7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4738,Alexander McCall Smith,1998,3.77,205708,10142
12279,"Molloy, Malone Dies, The Unnamable (The Trilogy, #1-3)",1433597,Samuel Beckett,1958,4.28,7562,332
11557,Swan Song,5244478,Robert R. McCammon,1987,4.28,47793,2787
80369,Discipline and Punish: The Birth of the Prison,1260,Michel Foucault,1975,4.21,21015,683
53022,The Collected Poems of W.B. Yeats,29963,W.B. Yeats,1996,4.25,32271,368
14376,Einstein's Dreams,8933,Alan Lightman,1992,4.08,27058,2850
3711,White Teeth,2522,Zadie Smith,2000,3.76,102415,6162
16343,The Mysterious Affair at Styles (Hercule Poirot #1),123715,Agatha Christie,1920,3.98,189201,5160
51113,The Samurai's Garden,28719,Gail Tsukiyama,1994,4.12,19477,1718
60931,Kindred,29535,Octavia E. Butler,1979,4.22,63448,7594
592191,Birdy,157249,William Wharton,1978,4.04,5119,198
77554,The Stone Diaries,12034,Carol Shields,1993,3.86,33528,1607
9827,"King Rat (Asian Saga, #4)",6417,James Clavell,1962,4.12,29604,750
25807,The Postman Always Rings Twice,14473,James M. Cain,1934,3.8,26243,1810
68494,"Perdido Street Station (New Crobuzon, #1)",33918,China Miéville,2000,3.97,51196,4273
138165,"Poetry, Drama and Prose",29963,W.B. Yeats,2000,4.26,2716,21
68086,"The Maltese Falcon, The Thin Man, Red Harvest",16927,Dashiell Hammett,1987,4.31,1695,66
78024,And Quiet Flows the Don,44202,Mikhail Sholokhov,1934,4.05,9195,280
60748,"A Child Called &quot;It&quot; (Dave Pelzer, #1)",1881,Dave Pelzer,1995,4.09,339485,14711
11438,What We Talk About When We Talk About Love,7363,Raymond Carver,1981,4.2,38328,2481
369110,Captains and the Kings,33384,Taylor Caldwell,1972,4.12,16762,256
97333,At Swim-Two-Birds,15248,Flann O&#39;Brien,1939,3.91,10365,736
3088,A Room with a View / Howards End,86404,E.M. Forster,1986,4.09,2338,121
5359,The Client,721,John Grisham,1993,3.99,350613,2140
254316,Cancer Ward,10420,Aleksandr Solzhenitsyn,1968,4.2,11909,580
333538,The Castle,5223,Franz Kafka,1926,3.97,36084,1526
33609,Katherine,18930,Anya Seton,1954,4.18,26350,1815
607639,The Beach,5684,Alex Garland,1996,3.93,62709,2355
105992,Helter Skelter: The True Story of the Manson Murders,28828,Vincent Bugliosi,1974,4.02,106918,3065
250,Tropic of Capricorn,147,Henry Miller,1938,3.85,14681,585
39359728,"The King Must Die (Theseus, #1)",38185,Mary Renault,1958,4.01,5994,466
43889,"Wizard's First Rule (Sword of Truth, #1)",3441,Terry Goodkind,1994,4.13,205858,5948
39092290,Lost Horizon,2031,James Hilton,1933,3.92,14781,1240
6545608,The Perfect Storm: A True Story of Men Against the Sea,16494,Sebastian Junger,1997,4.08,94699,1589
384597,Arcadia,293,Tom Stoppard,1993,4.19,17629,846
23940,Junky,4462369,William S. Burroughs,1953,3.85,47981,1382
509784,The End of Eternity,16667,Isaac Asimov,1955,4.23,36327,1765
11499,The Promise,7385,Chaim Potok,1969,4.14,11408,536
497199,Factotum,13275,Charles Bukowski,1975,3.96,45893,1475
11298,"A Wild Sheep Chase (The Rat, #3)",3354,Haruki Murakami,1982,3.94,72976,3707
110737,Seabiscuit: An American Legend,30913,Laura Hillenbrand,1999,4.21,126780,3996
37387,The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,13093,Muriel Spark,1999,3.78,1552,106
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",4260,Diana Wynne Jones,1986,4.3,163141,10917
36236125,Invisible Monsters Remix,2546,Chuck Palahniuk,1999,4.0,107730,5042
96642,Rocket Boys (Coalwood #1),6485158,Homer Hickam,1998,4.19,14466,1591
15581,Ferdydurke,9632,Witold Gombrowicz,1937,3.86,8189,243
9570,Another Roadside Attraction,197,Tom Robbins,1971,3.98,29481,914
2050,"Farewell, My Lovely (Philip Marlowe, #2)",1377,Raymond Chandler,1940,4.16,26456,1361
15575,"The Sword of Shannara (The Original Shannara Trilogy, #1)",9629,Terry Brooks,1977,3.76,74240,3589
25019,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",14053,Simon Winchester,1998,3.84,84489,5158
333867,The Stars My Destination,10992,Alfred Bester,1955,4.12,36637,2293
88432,Life and Fate,19595,Vasily Grossman,1980,4.43,6173,697
77770,"These Happy Golden Years (Little House, #8)",5300,Laura Ingalls Wilder,1943,4.18,58161,1142
171547,Songs of Innocence and of Experience,13453,William Blake,1794,4.11,33792,690
29554877,Tao of Pooh and Te of Piglet Boxed Set,27397,Benjamin Hoff,1992,4.15,10227,479
10033,Being and Nothingness,1466,Jean-Paul Sartre,1943,3.95,23418,348
39926,The Beauty Myth,22393,Naomi Wolf,1990,3.9,16603,1016
386372,"Mort (Death, #1; Discworld, #4)",1654,Terry Pratchett,1987,4.23,162490,3754
8248,"By the Shores of Silver Lake  (Little House, #5)",5300,Laura Ingalls Wilder,1939,4.17,61782,1059
124509,Smilla's Sense of Snow,369288,Peter Høeg,1992,3.73,35682,1981
13928,"Daughter of the Forest  (Sevenwaters, #1)",8649,Juliet Marillier,1999,4.28,47794,3610
310459,"Roll of Thunder, Hear My Cry (Logans, #4)",26946,Mildred D. Taylor,1976,3.81,103085,4396
59780,Cosmicomics,155517,Italo Calvino,1965,4.2,12820,809
127586,"The White Dragon (Pern, #3)",26,Anne McCaffrey,1978,4.18,38423,767
625094,The Leopard,8407795,Giuseppe Tomasi di Lampedusa,1958,3.99,17836,1327
54270,Mein Kampf,30691,Adolf Hitler,1925,3.15,27445,2636
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,12810,Julian Jaynes,1976,4.25,3572,442
3579,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",5350,L.M. Montgomery,1908,4.43,94414,1501
40493,"The Valley of Horses (Earth's Children, #2)",861,Jean M. Auel,1982,3.99,65891,2100
44028,The Angela's Ashes/'Tis Boxed Set,3347,Frank McCourt,1996,4.09,1343,71
113304,The Thief Lord,15873,Cornelia Funke,2000,3.96,72717,3679
77392,"Anne of the Island (Anne of Green Gables, #3)",5350,L.M. Montgomery,1915,4.22,109570,2853
2641307,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",29184,Nancy E. Turner,1998,4.34,59483,9836
158420,Alcoholics Anonymous,2914435,Alcoholics Anonymous,1939,4.44,6861,356
464260,The Fire Next Time,10427,James Baldwin,1963,4.5,29500,2295
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,8184204,Richard Preston,1994,4.11,83840,4265
49256,The Unabridged Devil's Dictionary,14403,Ambrose Bierce,1906,4.14,6544,387
240976,The Book of Laughter and Forgetting,6343,Milan Kundera,1979,4.0,35727,1651
5198,Paradise,3534,Toni Morrison,1997,3.78,20299,858
61539,The Structure of Scientific Revolutions,4735497,Thomas S. Kuhn,1962,4.0,19237,955
57913,The Illuminatus! Trilogy,5752454,Robert Shea,1975,4.0,13806,770
77276,"A Swiftly Tilting Planet (Time Quintet, #3)",106,Madeleine L&#39;Engle,1978,4.12,93036,2052
26114,The Joke,6343,Milan Kundera,1967,3.99,23163,954
12187,"Ada, or Ardor: A Family Chronicle",5152,Vladimir Nabokov,1969,4.15,8410,646
174834,The Cost of Discipleship,29333,Dietrich Bonhoeffer,1937,4.31,28146,931
99208,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",37218,Edward Abbey,1975,4.09,18520,1227
38501,Ham on Rye,13275,Charles Bukowski,1982,4.16,69386,2809
93575,"Gaudy Night (Lord Peter Wimsey, #12)",8734,Dorothy L. Sayers,1935,4.24,19879,1388
18825,Money,11337,Martin Amis,1984,3.7,17930,937
35476,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,7785453,Black Elk,1932,4.13,11862,577
31548,Of Human Bondage,4176632,W. Somerset Maugham,1915,4.13,41896,2824
46917,Rabbit Redux (Rabbit Angstrom #2),6878,John Updike,1971,3.8,12732,666
32979,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",6001,Carolyn Keene,1930,3.98,54603,2566
7669,Timeline,5194,Michael Crichton,1999,3.84,170868,4032
2279,Truman,6281688,David McCullough,1992,4.11,70439,2009
3446,Going After Cacciato,2330,Tim O&#39;Brien,1978,3.9,10489,666
968868,The Book of the New Sun (The Book of the New Sun #1-4),23069,Gene Wolfe,1983,4.16,3033,132
75504,The Collected Poems,42920,Wallace Stevens,1954,4.27,10311,148
762806,"Gorky Park (Arkady Renko, #1)",8258,Martin Cruz Smith,1981,4.04,51972,975
299215,The Road to Serfdom,670307,Friedrich A. Hayek,1944,4.18,15786,956
567704,Imajica,10366,Clive Barker,1991,4.16,18913,777
2517,My Name is Red,1728,Orhan Pamuk,1998,3.84,37878,3442
40940649,I Am Legend,8726,Richard Matheson,1954,4.06,73024,4626
427282,The Periodic Table,4187,Primo Levi,1975,4.19,8560,685
8716,Lincoln,5657,Gore Vidal,1984,4.2,7563,466
51019,Cat's Eye,3472,Margaret Atwood,1988,3.93,49627,2844
78983,"Kane and Abel (Kane and Abel, #1)",4820,Jeffrey Archer,1979,4.28,86918,3239
115476,Nostromo,3345,Joseph Conrad,1904,3.82,13941,533
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",25307,Robin Hobb,1995,4.15,189250,7450
3562,"Emily of New Moon (Emily, #1)",5350,L.M. Montgomery,1923,4.09,38408,1424
8722,Burr,5657,Gore Vidal,1973,4.07,7444,526
12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,7970,Richard Brautigan,1967,4.15,8595,390
12661,Chesapeake,7995,James A. Michener,1978,4.17,19867,721
113205,Heart of a Dog,3873,Mikhail Bulgakov,1925,4.14,30826,1422
486298,Death Be Not Proud,68809,John Gunther,1949,3.81,10280,590
31491,The Rainbow,17623,D.H. Lawrence,1915,3.68,17114,634
41913,The Children of Men,17452454,P.D. James,1992,3.68,34950,2679
63832,Blue Highways,1254084,William Least Heat-Moon,1982,4.0,18978,972
14185,The Three Stigmata of Palmer Eldritch,4764,Philip K. Dick,1965,4.01,26455,1289
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",12980,Stephen R. Donaldson,1977,3.72,38379,1434
1000751,"Pollyanna (Pollyanna, #1)",10673,Eleanor H. Porter,1912,3.97,69495,1685
9595,"Slapstick, or Lonesome No More!",2778055,Kurt Vonnegut,1976,3.87,31952,1219
36236123,Survivor,2546,Chuck Palahniuk,1999,3.93,94329,3307
10585,Insomnia,3389,Stephen King,1994,3.81,120632,2730
10569,On Writing: A Memoir of the Craft,3389,Stephen King,2000,4.32,178468,14006
57586,Giants in the Earth,563720,O.E. Rølvaag,1925,3.99,4584,462
588234,Ceremony,29581,Leslie Marmon Silko,1977,3.75,15219,1143
240130,The Paper Bag Princess,6039100,Robert Munsch,1980,4.32,44132,1814
24731,The Tortilla Curtain,1064072,T. Coraghessan Boyle,1995,3.65,24746,2921
366524,Call It Sleep,26338,Henry Roth,1934,3.83,7207,377
28634,Immortality,6343,Milan Kundera,1990,4.13,26010,1385
28541,"Dragonsong (Harper Hall, #1)",26,Anne McCaffrey,1976,4.25,42653,1268
81903,Curtain (Hercule Poirot #42),123715,Agatha Christie,1975,4.07,25050,1311
77507,"Red Mars (Mars Trilogy, #1)",1858,Kim Stanley Robinson,1992,3.85,56535,2671
119322,"The Golden Compass (His Dark Materials, #1)",3618,Philip Pullman,1995,3.96,1098044,17229
233667,Firestarter,3389,Stephen King,1980,3.86,163289,2261
46945,Requiem for a Dream,26335,Hubert Selby Jr.,1978,4.11,44023,1052
23529,From Hell,3961,Alan Moore,1999,4.16,29126,1459
6163,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",4178,Cormac McCarthy,1994,4.44,5108,301
29581,Foundation and Empire (Foundation #2),16667,Isaac Asimov,1952,4.21,128936,2420
12659,Texas,7995,James A. Michener,1985,4.07,15525,350
53969,The Feast of the Goat,22515,Mario Vargas Llosa,2000,4.24,19651,1600
475339,Madeline,64280,Ludwig Bemelmans,1939,4.22,176555,1707
34484,"Small Gods (Discworld, #13)",1654,Terry Pratchett,1992,4.28,89142,2330
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",1654,Terry Pratchett,1996,4.28,59321,1276
647,No Logo,419,Naomi Klein,1999,3.87,23202,845
118389,The Love Song of J. Alfred Prufrock and Other Poems,18540,T.S. Eliot,1915,4.32,16159,181
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,2778055,Kurt Vonnegut,1973,4.35,893,8
8252,"Farmer Boy (Little House, #3)",5300,Laura Ingalls Wilder,1933,4.05,49462,1771
41667,"My Side of the Mountain (Mountain, #1)",23509,Jean Craighead George,1959,4.04,55156,2756
30852,The Woman Warrior,17290,Maxine Hong Kingston,1975,3.73,21412,1242
16331,Murder at the Vicarage (Miss Marple #1),123715,Agatha Christie,1930,4.04,116419,2839
10009,Homo Faber,6530,Max Frisch,1957,3.75,14037,394
15197,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",5117,Art Spiegelman,1991,4.38,109042,2716
1111,The Power Broker: Robert Moses and the Fall of New York,722,Robert A. Caro,1974,4.5,9383,1066
9416,"Confessions of a Shopaholic (Shopaholic, #1)",6160,Sophie Kinsella,2000,3.62,585267,11697
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),5835922,Naguib Mahfouz,1957,4.46,3322,254
205189,Auto-da-Fé,6517,Elias Canetti,1935,4.05,3905,314
41424,Beauty: A Retelling of the Story of Beauty and the Beast,5339,Robin McKinley,1978,4.05,64584,4770
31181,Breathing Lessons,457,Anne Tyler,1988,3.66,21352,1266
390711,"Noble House (Asian Saga, #5)",6417,James Clavell,1981,4.24,34089,475
25104465,Tipping the Velvet,25334,Sarah Waters,1998,4.0,51043,2340
330244,The Member of the Wedding,3506,Carson McCullers,1946,3.81,13074,1029
12995,The Hamlet,3535,William Faulkner,1940,3.87,4204,240
12287,Endgame,1433597,Samuel Beckett,1957,3.85,12959,526
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",12455,Thomas   Harris,1988,4.17,394821,4554
27999,Close Range,1262010,Annie Proulx,1999,3.98,13421,916
1853145,Sarum: The Novel of England,16204,Edward Rutherfurd,1987,4.08,37128,1368
739840,Bambi,262262,Felix Salten,1923,4.11,30948,563
14142,The Art of Loving,8788,Erich Fromm,1956,4.03,39943,1627
78159,The Story of Civilization (11 Volume Set),16184,Will Durant,1975,4.44,1352,135
23887,The Autumn of the Patriarch,13450,Gabriel García Márquez,1975,3.84,15304,836
46227,"Ask the Dust (The Saga of Arthur Bandini, #3)",25864,John Fante,1939,4.13,23518,1601
57936,Seven Pillars of Wisdom: A Triumph,2875209,T.E. Lawrence,1922,4.02,5899,543
193755,The Diving Bell and the Butterfly,75287,Jean-Dominique Bauby,1997,4.01,50533,4078
929782,Martin Eden,1240,Jack London,1909,4.41,18353,929
243381,Berlin Alexanderplatz,45706,Alfred Döblin,1929,3.83,5647,286
328854,Motherless Brooklyn,6404,Jonathan Lethem,1999,3.91,27079,2301
17878917,"I, the Sun",121072,Janet E. Morris,1983,4.28,341,70
136096,"If Not Now, When?",4187,Primo Levi,1982,4.23,2357,127
85448,The Great Santini,6942,Pat Conroy,1976,4.14,27168,1101
577283,The Confessions of Nat Turner,7565,William Styron,1967,3.97,13096,431
9912,The Rules of Attraction,2751,Bret Easton Ellis,1987,3.71,34603,1225
5191,The Pilot's Wife,3530,Anita Shreve,1998,3.51,81231,4166
53447,El túnel,5775606,Ernesto Sabato,1948,4.05,33895,2071
55428,Goodbye to All That,3012988,Robert Graves,1929,4.05,8705,554
109830,Man's Fate,63564,André Malraux,1933,3.76,3711,205
11466,This Boy's Life,7371,Tobias Wolff,1989,3.98,23009,1309
77239,Andersonville,16893,MacKinlay Kantor,1955,4.11,6848,292
36505403,Boy's Life,5244478,Robert R. McCammon,1991,4.34,21460,2238
52783,Henderson the Rain King,4391,Saul Bellow,1959,3.79,12852,720
42986,"War and Remembrance (The Henry Family, #2)",9020,Herman Wouk,1978,4.39,30023,756
1677,Sobre héroes y tumbas,5775606,Ernesto Sabato,1961,4.28,7237,284
155712,"Mrs. Mike (Mrs. Mike, #1)",85288,Benedict Freedman,1947,4.14,15810,1890
9915,Less Than Zero,2751,Bret Easton Ellis,1985,3.59,56042,2969
357664,Because of Winn-Dixie,13663,Kate DiCamillo,2000,4.02,174709,7502
92364,Eye of the Needle,3447,Ken Follett,1978,4.17,109011,2297
85391,"Rabbit Is Rich (Rabbit Angstrom, #3)",6878,John Updike,1981,3.9,14490,550
34897,"The Dragon Reborn (Wheel of Time, #3)",6252,Robert Jordan,1991,4.24,178462,2924
77430,"Master and Commander (Aubrey &amp; Maturin, #1)",5600,Patrick O&#39;Brian,1970,4.11,39489,2781
8822,Earthly Powers,5735,Anthony Burgess,1980,4.16,2363,189
52251,"Claudius the God and His Wife Messalina (Claudius, #2)",3012988,Robert Graves,1934,4.22,10756,448
47212,"Storm Front (The Dresden Files, #1)",10746,Jim Butcher,2000,4.02,244883,13435
77773,"To Say Nothing of the Dog (Oxford Time Travel, #2)",14032,Connie Willis,1998,4.13,28461,3343
92160,London,16204,Edward Rutherfurd,1997,4.06,23101,1372
90619,"Little, Big",52074,John Crowley,1981,3.84,9031,1269
114282,The Littlest Angel,66162,Charles Tazewell,1920,4.28,5679,165
28877,"Red Dragon (Hannibal Lecter, #1)",12455,Thomas   Harris,1981,4.02,229768,3925
531262,A Handful of Dust,11315,Evelyn Waugh,1934,3.92,20778,1034
50051,The Last Picture Show,1055,Larry McMurtry,1966,3.96,12206,612
672948,Arch of Triumph: A Novel of a Man Without a Country,4116,Erich Maria Remarque,1945,4.41,15589,378
2270120,"Dollanganger Boxed Set: Flowers in the Attic / If There Be Thorns / Petals on the Wind / Seeds of Yesterday / Garden of Shadows(Dollanganger, prequel-4",1353301,V.C. Andrews,1979,4.17,3785,160
479415,The Horse Whisperer,6098,Nicholas Evans,1995,3.8,46618,1756
4339,Dispatches,2996,Michael Herr,1977,4.23,13832,875
50,Hatchet,18,Gary Paulsen,1986,3.69,260383,12099
44796,The Moon and Sixpence,4176632,W. Somerset Maugham,1919,4.13,15129,965
11389,Arrowsmith,7330,Sinclair Lewis,1925,3.81,6149,351
600335,The Dollmaker,43602,Harriette Simpson Arnow,1954,4.16,2890,395
48862,Brighton Rock,2533,Graham Greene,1938,3.72,18487,1142
49824,The Mammoth Hunters (Earth's Children #3),861,Jean M. Auel,1985,3.89,55440,1442
189783,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",9629,Terry Brooks,1982,3.97,59312,1470
659469,The Hobbit: Graphic Novel,28709,Chuck Dixon,1989,4.48,159106,1013
428,Play It as It Lays,238,Joan Didion,1970,3.87,22665,1715
10605,Thinner,5858,Richard Bachman,1984,3.69,151369,1983
100933,"That Hideous Strength (Space Trilogy, #3)",1069006,C.S. Lewis,1945,3.88,26055,1488
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,1194,Richard Dawkins,1986,4.09,26736,831
72659,Never Cry Wolf,41013,Farley Mowat,1963,4.19,19767,886
41219,Possession,1169504,A.S. Byatt,1990,3.88,64304,3883
31338,"Memnoch the Devil (The Vampire Chronicles, #5)",7577,Anne Rice,1995,3.74,71096,1516
28547,"Dragonsinger (Harper Hall, #2)",26,Anne McCaffrey,1977,4.27,37323,741
50144,Kitchen,28229,Banana Yoshimoto,1988,3.84,36882,2891
130115,The Grass is Singing,7728,Doris Lessing,1950,3.82,8945,817
12096,Rhinoceros / The Chairs / The Lesson,7689,Eugène Ionesco,1962,4.01,5270,73
165395,Rubyfruit Jungle,23511,Rita Mae Brown,1973,3.89,28106,996
